architecture,dataset,seed,path,sha256,file_size_mb
CNN_RF,NFFA,789,extracted_dataset/downloaded_models/NFFA/CNN_RF/CNN_RF_seed789.pth,54a7f31a1e5b026fa1f93b3039b78cdb9c9f27fe5af4461d8559f35da4f7a1a6,104.18700504302979
CNN_RF,NFFA,1024,extracted_dataset/downloaded_models/NFFA/CNN_RF/CNN_RF_seed1024.pth,bdc2c0c07cc302d060bb18ca7500b36047d0dfd442b6d11562d5aece58af1ab7,104.23261451721191
CalibNet,Biofilms,42,extracted_dataset/downloaded_models/Biofilms/CalibNet/CalibNet_seed42.pth,dd29ddea1f7e8e13c513b5c0ce12d1f8a50890a6ce0c3eeddd80d290a0247fca,0.34381580352783203
CalibNet,Biofilms,123,extracted_dataset/downloaded_models/Biofilms/CalibNet/CalibNet_seed123.pth,c073b776cd59619d737e0d4dd7c3d7f05207f56d2d636af62a0f802c91ed0198,0.34383106231689453
CalibNet,Biofilms,456,extracted_dataset/downloaded_models/Biofilms/CalibNet/CalibNet_seed456.pth,ad75b052c35b03a56f7515c5dd4b8dbcf7a8cbd74457fd18425939263ef91653,0.34383106231689453
CalibNet,Biofilms,789,extracted_dataset/downloaded_models/Biofilms/CalibNet/CalibNet_seed789.pth,e15f02f45bc214d1f61c6cc0b6ec01abacd753e2c48c7f6312e7d53539274064,0.34383106231689453
CalibNet,Biofilms,1024,extracted_dataset/downloaded_models/Biofilms/CalibNet/CalibNet_seed1024.pth,37fa42de78396f877e812ae6ffb376dd950eb3dca798256bd87696aa497a7e64,0.34384632110595703
CalibNet,EPFL,42,extracted_dataset/downloaded_models/EPFL/CalibNet/CalibNet_seed42.pth,42e28ef8b346744e8b4861666c76a0a45d2841d8e5e0796b0aabe0d752239dd3,0.34381580352783203
CalibNet,EPFL,123,extracted_dataset/downloaded_models/EPFL/CalibNet/CalibNet_seed123.pth,b207ac568de2d62e2da0528f2991e63ff0ef9b910e5942539526a9be79bd10b8,0.34383106231689453
CalibNet,EPFL,456,extracted_dataset/downloaded_models/EPFL/CalibNet/CalibNet_seed456.pth,15df6673a6952961067a47ee5070dd519ec5e08dc0949c7a34d1793de32dbd9b,0.34383106231689453
CalibNet,EPFL,789,extracted_dataset/downloaded_models/EPFL/CalibNet/CalibNet_seed789.pth,8cba045d820448ff44ed1b15fef6e18f1eb22944bcc16ff66b37ecf4f112e518,0.34383106231689453
CalibNet,EPFL,1024,extracted_dataset/downloaded_models/EPFL/CalibNet/CalibNet_seed1024.pth,5f35c85232c7ba27838843503b1fe8e35dc5e250d1f889659e3ab8c63bf7edc5,0.34384632110595703
CalibNet,NFFA,42,extracted_dataset/downloaded_models/NFFA/CalibNet/CalibNet_seed42.pth,422f756c45498208ef6ad3703ec4703cd01100c3ccd65c3733b6ead3e9a9e92b,0.34369373321533203
CalibNet,NFFA,123,extracted_dataset/downloaded_models/NFFA/CalibNet/CalibNet_seed123.pth,f28639706acae007c4b2cddc296d1f4647dbab36a46bdcf58b1101ac25a4214e,0.34370899200439453
CalibNet,NFFA,456,extracted_dataset/downloaded_models/NFFA/CalibNet/CalibNet_seed456.pth,2664992873234bbefbd38e5f56eb9053a7d485dcf821d076686ee20bb45fb101,0.34370899200439453
