model,source_dataset,test_dataset,metric,mean,std,ci95_lo,ci95_hi,n_seeds
TOPIQ_NR_SNR,EPFL,NFFA,rmse,3.2316875834795886,0.0624430970151219,3.1541666677211166,3.3092084992380606,5
TOPIQ_NR_SNR,EPFL,NFFA,r2,0.12709216095181616,0.03390453987146526,0.08500086335699766,0.16918345854663466,5
TOPIQ_NR_SNR,EPFL,Biofilms,mae,4.5418513730594094,0.1052214566795817,4.411222623539407,4.672480122579412,5
TOPIQ_NR_SNR,EPFL,Biofilms,rmse,5.408255181204485,0.1333908332584755,5.24265513824892,5.57385522416005,5
TOPIQ_NR_SNR,EPFL,Biofilms,r2,-1.0600728117023621,0.10292850459566798,-1.1878549415985455,-0.9322906818061787,5
TOPIQ_NR_SNR,NFFA,EPFL,mae,0.6212976560458331,0.3221706707068751,0.2213340633100352,1.021261248781631,5
TOPIQ_NR_SNR,NFFA,EPFL,rmse,0.6689782483128275,0.31697147846822765,0.2754692704633906,1.0624872261622644,5
TOPIQ_NR_SNR,NFFA,EPFL,r2,-0.5596647599545502,1.5720262762790607,-2.511280268455379,1.3919507485462788,5
TOPIQ_NR_SNR,NFFA,NFFA,mae,0.5646150456067811,0.2708492299682127,0.22836522227517841,0.9008648689383838,5
TOPIQ_NR_SNR,NFFA,NFFA,rmse,0.8113573708957194,0.3613112886000385,0.36280207327225916,1.2599126685191795,5
TOPIQ_NR_SNR,NFFA,NFFA,r2,0.9362683683572672,0.05338576874404145,0.8699918081074467,1.0025449286070878,5
TOPIQ_NR_SNR,NFFA,Biofilms,mae,1.9498265406063624,0.7021671354459715,1.0781106591520384,2.8215424220606864,5
TOPIQ_NR_SNR,NFFA,Biofilms,rmse,2.5032803607888883,0.8500980760708383,1.4479134028436802,3.5586473187340966,5
TOPIQ_NR_SNR,NFFA,Biofilms,r2,0.5181614303858796,0.3558374015224397,0.07640177166084183,0.9599210891109173,5
TOPIQ_NR_SNR,Biofilms,EPFL,mae,1.1165729596133525,0.33301390854370194,0.7031478672550395,1.5299980519716654,5
TOPIQ_NR_SNR,Biofilms,EPFL,rmse,1.243144045396883,0.30532643173226215,0.86409198480771,1.622196105986056,5
TOPIQ_NR_SNR,Biofilms,EPFL,r2,-3.7861234094396474,2.325905182204769,-6.673653149488011,-0.8985936693912837,5
TOPIQ_NR_SNR,Biofilms,NFFA,mae,1.5610419907594593,0.22169687155204415,1.285813097174299,1.8362708843446196,5
TOPIQ_NR_SNR,Biofilms,NFFA,rmse,2.07641690231983,0.24193649826436228,1.776061221750216,2.376772582889444,5
TOPIQ_NR_SNR,Biofilms,NFFA,r2,0.6358331189823717,0.08476631693222375,0.5305987083241764,0.741067529640567,5
TOPIQ_NR_SNR,Biofilms,Biofilms,mae,1.041874853542873,0.19498116467036036,0.7998125734282376,1.2839371336575083,5
TOPIQ_NR_SNR,Biofilms,Biofilms,rmse,1.4692020826858392,0.3000696330511678,1.096676153361707,1.8417280120099713,5
TOPIQ_NR_SNR,Biofilms,Biofilms,r2,0.8429722835379169,0.0628527179177742,0.7649428377896569,0.9210017292861769,5
